#name	canonicalname	id
Intratubular Embryonal Carcinoma	Stage_0_Testicular_Embryonal_Carcinoma	C7325
Stage 0 Testicular Embryonal Carcinoma AJCC v6	Stage_0_Testicular_Embryonal_Carcinoma	C7325
Stage 0 Testicular Embryonal Carcinoma AJCC v7	Stage_0_Testicular_Embryonal_Carcinoma	C7325
Stage_0_Testicular_Seminoma	Stage_0_Testicular_Seminoma	C7329
Stage 0 Testicular Seminoma	Stage_0_Testicular_Seminoma	C7329
Intratubular Seminoma	Stage_0_Testicular_Seminoma	C7329
Stage 0 Seminoma of Testis	Stage_0_Testicular_Seminoma	C7329
Stage 0 Seminoma of the Testis	Stage_0_Testicular_Seminoma	C7329
Stage 0 Testicular Seminoma AJCC v6	Stage_0_Testicular_Seminoma	C7329
Stage 0 Testicular Seminoma AJCC v7	Stage_0_Testicular_Seminoma	C7329
Stage_0_Transitional_Cell_Carcinoma	Stage_0_Transitional_Cell_Carcinoma	C4116
Stage 0 Transitional Cell Carcinoma	Stage_0_Transitional_Cell_Carcinoma	C4116
Transitional Carcinoma in situ	Stage_0_Transitional_Cell_Carcinoma	C4116
Transitional Cell Carcinoma in situ	Stage_0_Transitional_Cell_Carcinoma	C4116
Stage_0_Ureter_Cancer	Stage_0_Ureter_Cancer	C6149
Stage 0 Ureter Urothelial Carcinoma	Stage_0_Ureter_Cancer	C6149
Stage 0 Carcinoma of Ureter	Stage_0_Ureter_Cancer	C6149
Stage 0 Carcinoma of the Ureter	Stage_0_Ureter_Cancer	C6149
Stage 0 Ureter Carcinoma	Stage_0_Ureter_Cancer	C6149
Stage 0 Ureter Urothelial Carcinoma AJCC v7	Stage_0_Ureter_Cancer	C6149
Stage 0 Ureteral Carcinoma	Stage_0_Ureter_Cancer	C6149
Ureter Cancer Stage 0	Stage_0_Ureter_Cancer	C6149
Stage_0_Urethral_Cancer	Stage_0_Urethral_Cancer	C6195
Stage 0 Urethral Cancer	Stage_0_Urethral_Cancer	C6195
Stage 0 Carcinoma of Urethra	Stage_0_Urethral_Cancer	C6195
Stage 0 Carcinoma of the Urethra	Stage_0_Urethral_Cancer	C6195
Stage 0 Urethra Cancer	Stage_0_Urethral_Cancer	C6195
Stage 0 Urethra Carcinoma	Stage_0_Urethral_Cancer	C6195
Stage 0 Urethral Cancer AJCC v7	Stage_0_Urethral_Cancer	C6195
Stage 0 Urethral Carcinoma	Stage_0_Urethral_Cancer	C6195
Urethra Cancer Stage 0	Stage_0_Urethral_Cancer	C6195
stage 0 urethral carcinoma in situ	Stage_0_Urethral_Cancer	C6195
Stage_0_Uterine_Corpus_Cancer_AJCC_v7	Stage_0_Uterine_Corpus_Cancer_AJCC_v7	C89632
Stage 0 Uterine Corpus Cancer	Stage_0_Uterine_Corpus_Cancer_AJCC_v7	C89632
Stage 0 Uterine Corpus Cancer AJCC v7	Stage_0_Uterine_Corpus_Cancer_AJCC_v7	C89632
Stage_0_Vaginal_Cancer	Stage_0_Vaginal_Cancer	C7855
Stage 0 Vaginal Cancer AJCC v6	Stage_0_Vaginal_Cancer	C7855
AJCC Stage 0 Vaginal Cancer v6	Stage_0_Vaginal_Cancer	C7855
Carcinoma in situ of Vagina AJCC v6	Stage_0_Vaginal_Cancer	C7855
Carcinoma in situ of the Vagina AJCC v6	Stage_0_Vaginal_Cancer	C7855
FIGO Stage 0 Carcinoma of Vagina	Stage_0_Vaginal_Cancer	C7855
FIGO Stage 0 Carcinoma of the Vagina	Stage_0_Vaginal_Cancer	C7855
FIGO Stage 0 Vagina Carcinoma	Stage_0_Vaginal_Cancer	C7855
FIGO Stage 0 Vaginal Carcinoma	Stage_0_Vaginal_Cancer	C7855
Grade 3 Vaginal Intraepithelial Neoplasia AJCC v6	Stage_0_Vaginal_Cancer	C7855
Grade III Vaginal Intraepithelial Neoplasia AJCC v6	Stage_0_Vaginal_Cancer	C7855
Intraepithelial Neoplasia of Vagina Grade 3 AJCC v6	Stage_0_Vaginal_Cancer	C7855
Intraepithelial Neoplasia of the Vagina Grade 3 AJCC v6	Stage_0_Vaginal_Cancer	C7855
VAIN 3 AJCC v6	Stage_0_Vaginal_Cancer	C7855
VAIN Grade 3 AJCC v6	Stage_0_Vaginal_Cancer	C7855
VAIN III AJCC v6	Stage_0_Vaginal_Cancer	C7855
Vagina Carcinoma in situ AJCC v6	Stage_0_Vaginal_Cancer	C7855
Vaginal Cancer Stage 0 AJCC v6	Stage_0_Vaginal_Cancer	C7855
Vaginal Carcinoma in situ AJCC v6	Stage_0_Vaginal_Cancer	C7855
Vaginal Intraepithelial Neoplasia Grade 3 AJCC v6	Stage_0_Vaginal_Cancer	C7855
Stage_0_Vaginal_Cancer_AJCC_v7	Stage_0_Vaginal_Cancer_AJCC_v7	C89476
Stage 0 Vaginal Cancer	Stage_0_Vaginal_Cancer_AJCC_v7	C89476
Grade III Vaginal Intraepithelial Neoplasia	Stage_0_Vaginal_Cancer_AJCC_v7	C89476
Grade III Vaginal Intraepithelial Neoplasia AJCC v7	Stage_0_Vaginal_Cancer_AJCC_v7	C89476
Stage 0 Vaginal Cancer AJCC v7	Stage_0_Vaginal_Cancer_AJCC_v7	C89476
VAIN 3	Stage_0_Vaginal_Cancer_AJCC_v7	C89476
VAIN 3 AJCC v7	Stage_0_Vaginal_Cancer_AJCC_v7	C89476
VAIN III	Stage_0_Vaginal_Cancer_AJCC_v7	C89476
VAIN III AJCC v7	Stage_0_Vaginal_Cancer_AJCC_v7	C89476
Vaginal Intraepithelial Neoplasia Grade 3	Stage_0_Vaginal_Cancer_AJCC_v7	C89476
Vaginal Intraepithelial Neoplasia Grade 3 AJCC v7	Stage_0_Vaginal_Cancer_AJCC_v7	C89476
stage 0 vaginal carcinoma in situ	Stage_0_Vaginal_Cancer_AJCC_v7	C89476
Stage_0_Vulvar_Cancer	Stage_0_Vulvar_Cancer	C4522
Stage 0 Vulvar Cancer AJCC v6	Stage_0_Vulvar_Cancer	C4522
AJCC Stage 0 Vulvar Cancer v6	Stage_0_Vulvar_Cancer	C4522
Carcinoma in situ of Vulva AJCC v6	Stage_0_Vulvar_Cancer	C4522
Carcinoma in situ of the Vulva AJCC v6	Stage_0_Vulvar_Cancer	C4522
FIGO Stage 0 Carcinoma of Vulva AJCC v6	Stage_0_Vulvar_Cancer	C4522
FIGO Stage 0 Carcinoma of the Vulva AJCC v6	Stage_0_Vulvar_Cancer	C4522
FIGO Stage 0 Vulva Carcinoma	Stage_0_Vulvar_Cancer	C4522
FIGO Stage 0 Vulvar Carcinoma AJCC v6	Stage_0_Vulvar_Cancer	C4522
Stage 0 Vulval Cancer AJCC v6	Stage_0_Vulvar_Cancer	C4522
Stage 0 Vulval Carcinoma AJCC v6	Stage_0_Vulvar_Cancer	C4522
Stage 0 Vulvar Carcinoma AJCC v6	Stage_0_Vulvar_Cancer	C4522
Vulva Carcinoma in situ AJCC v6	Stage_0_Vulvar_Cancer	C4522
Vulvar Cancer Stage 0 AJCC v6	Stage_0_Vulvar_Cancer	C4522
Vulvar Carcinoma in situ AJCC v6	Stage_0_Vulvar_Cancer	C4522
Stage_0_Vulvar_Cancer_AJCC_v7	Stage_0_Vulvar_Cancer_AJCC_v7	C89445
Stage 0 Vulvar Cancer	Stage_0_Vulvar_Cancer_AJCC_v7	C89445
Stage 0 Vulvar Cancer AJCC v7	Stage_0_Vulvar_Cancer_AJCC_v7	C89445
Stage 0 Vulvar Carcinoma	Stage_0_Vulvar_Cancer_AJCC_v7	C89445
Stage 0 Vulvar Carcinoma AJCC v7	Stage_0_Vulvar_Cancer_AJCC_v7	C89445
stage 0 vulvar carcinoma in situ	Stage_0_Vulvar_Cancer_AJCC_v7	C89445
Stage_0a_Bladder_Cancer	Stage_0a_Bladder_Cancer	C9267
Stage 0a Bladder Urothelial Carcinoma	Stage_0a_Bladder_Cancer	C9267
Non-Invasive Papillary Carcinoma of Bladder	Stage_0a_Bladder_Cancer	C9267
Non-Invasive Papillary Carcinoma of Urinary Bladder	Stage_0a_Bladder_Cancer	C9267
Non-Invasive Papillary Carcinoma of the Bladder	Stage_0a_Bladder_Cancer	C9267
Non-Invasive Papillary Carcinoma of the Urinary Bladder	Stage_0a_Bladder_Cancer	C9267
Non-Invasive Papillary Urothelial Carcinoma	Stage_0a_Bladder_Cancer	C9267
Stage 0a Bladder Cancer	Stage_0a_Bladder_Cancer	C9267
Stage 0a Bladder Carcinoma	Stage_0a_Bladder_Cancer	C9267
Stage 0a Bladder Urothelial Carcinoma AJCC v6	Stage_0a_Bladder_Cancer	C9267
Stage 0a Bladder Urothelial Carcinoma AJCC v7	Stage_0a_Bladder_Cancer	C9267
Stage 0a Carcinoma of Bladder	Stage_0a_Bladder_Cancer	C9267
Stage 0a Carcinoma of Urinary Bladder	Stage_0a_Bladder_Cancer	C9267
Stage 0a Carcinoma of the Bladder	Stage_0a_Bladder_Cancer	C9267
Stage 0a Carcinoma of the Urinary Bladder	Stage_0a_Bladder_Cancer	C9267
Stage 0a Urinary Bladder Carcinoma	Stage_0a_Bladder_Cancer	C9267
Stage_0a_Renal_Pelvis_Carcinoma	Stage_0a_Renal_Pelvis_Carcinoma	C6202
Stage 0a Renal Pelvis Urothelial Carcinoma	Stage_0a_Renal_Pelvis_Carcinoma	C6202
Renal Pelvis Papillary Noninvasive Carcinoma	Stage_0a_Renal_Pelvis_Carcinoma	C6202
Stage 0a Carcinoma of Renal Pelvis	Stage_0a_Renal_Pelvis_Carcinoma	C6202
Stage 0a Carcinoma of the Renal Pelvis	Stage_0a_Renal_Pelvis_Carcinoma	C6202
Stage 0a Renal Pelvis Urothelial Carcinoma AJCC v7	Stage_0a_Renal_Pelvis_Carcinoma	C6202
Stage_0a_Renal_Pelvis_and_Ureter_Carcinoma	Stage_0a_Renal_Pelvis_and_Ureter_Carcinoma	C7517
Stage 0a Renal Pelvis and Ureter Urothelial Carcinoma	Stage_0a_Renal_Pelvis_and_Ureter_Carcinoma	C7517
Stage 0a Renal Pelvis and Ureter Cancer	Stage_0a_Renal_Pelvis_and_Ureter_Carcinoma	C7517
Stage 0a Renal Pelvis and Ureter Urothelial Carcinoma AJCC v7	Stage_0a_Renal_Pelvis_and_Ureter_Carcinoma	C7517
Stage_0a_Ureter_Cancer	Stage_0a_Ureter_Cancer	C6203
Stage 0a Ureter Urothelial Carcinoma	Stage_0a_Ureter_Cancer	C6203
Stage 0a Carcinoma of Ureter	Stage_0a_Ureter_Cancer	C6203
Stage 0a Carcinoma of the Ureter	Stage_0a_Ureter_Cancer	C6203
Stage 0a Ureter Carcinoma	Stage_0a_Ureter_Cancer	C6203
Stage 0a Ureter Urothelial Carcinoma AJCC v7	Stage_0a_Ureter_Cancer	C6203
Stage 0a Ureteral Carcinoma	Stage_0a_Ureter_Cancer	C6203
Ureter Cancer Stage 0a	Stage_0a_Ureter_Cancer	C6203
Ureter Papillary Noninvasive Carcinoma	Stage_0a_Ureter_Cancer	C6203
Stage_0a_Urethral_Cancer	Stage_0a_Urethral_Cancer	C6196
Stage 0a Urethral Cancer	Stage_0a_Urethral_Cancer	C6196
Stage 0a Carcinoma of Urethra	Stage_0a_Urethral_Cancer	C6196
Stage 0a Carcinoma of the Urethra	Stage_0a_Urethral_Cancer	C6196
Stage 0a Urethra Cancer	Stage_0a_Urethral_Cancer	C6196
Stage 0a Urethra Carcinoma	Stage_0a_Urethral_Cancer	C6196
Stage 0a Urethral Cancer AJCC v7	Stage_0a_Urethral_Cancer	C6196
Stage 0a Urethral Carcinoma	Stage_0a_Urethral_Cancer	C6196
Urethra Cancer Stage 0a	Stage_0a_Urethral_Cancer	C6196
Stage_0is_Bladder_Cancer	Stage_0is_Bladder_Cancer	C3644
Stage 0is Bladder Urothelial Carcinoma	Stage_0is_Bladder_Cancer	C3644
Bladder Flat CIS	Stage_0is_Bladder_Cancer	C3644
Bladder Flat Carcinoma in Situ	Stage_0is_Bladder_Cancer	C3644
Carcinoma in situ of Urinary Bladder	Stage_0is_Bladder_Cancer	C3644
Carcinoma in situ of the Urinary Bladder	Stage_0is_Bladder_Cancer	C3644
Flat CIS of the Bladder	Stage_0is_Bladder_Cancer	C3644
Flat CIS of the Urinary Bladder	Stage_0is_Bladder_Cancer	C3644
Flat Carcinoma in Situ of the Bladder	Stage_0is_Bladder_Cancer	C3644
Flat Carcinoma in Situ of the Urinary Bladder	Stage_0is_Bladder_Cancer	C3644
High Grade Bladder Intraurothelial Neoplasia	Stage_0is_Bladder_Cancer	C3644
Stage 0is Bladder Cancer	Stage_0is_Bladder_Cancer	C3644
Stage 0is Bladder Carcinoma	Stage_0is_Bladder_Cancer	C3644
Stage 0is Bladder Urothelial Carcinoma AJCC v6	Stage_0is_Bladder_Cancer	C3644
Stage 0is Bladder Urothelial Carcinoma AJCC v7	Stage_0is_Bladder_Cancer	C3644
Stage 0is Carcinoma of Bladder	Stage_0is_Bladder_Cancer	C3644
Stage 0is Carcinoma of Urinary Bladder	Stage_0is_Bladder_Cancer	C3644
Stage 0is Carcinoma of the Bladder	Stage_0is_Bladder_Cancer	C3644
Stage 0is Carcinoma of the Urinary Bladder	Stage_0is_Bladder_Cancer	C3644
Stage 0is Urinary Bladder Carcinoma	Stage_0is_Bladder_Cancer	C3644
Urinary Bladder Flat CIS	Stage_0is_Bladder_Cancer	C3644
Urinary Bladder Flat Carcinoma in Situ	Stage_0is_Bladder_Cancer	C3644
Stage_0is_Renal_Pelvis_Carcinoma	Stage_0is_Renal_Pelvis_Carcinoma	C4597
Stage 0is Renal Pelvis Urothelial Carcinoma	Stage_0is_Renal_Pelvis_Carcinoma	C4597
Carcinoma in situ of Kidney Pelvis	Stage_0is_Renal_Pelvis_Carcinoma	C4597
Carcinoma in situ of Renal Pelvis	Stage_0is_Renal_Pelvis_Carcinoma	C4597
Carcinoma in situ of the Kidney Pelvis	Stage_0is_Renal_Pelvis_Carcinoma	C4597
Carcinoma in situ of the Renal Pelvis	Stage_0is_Renal_Pelvis_Carcinoma	C4597
Kidney Pelvis Carcinoma in situ	Stage_0is_Renal_Pelvis_Carcinoma	C4597
Renal Pelvis Carcinoma in situ	Stage_0is_Renal_Pelvis_Carcinoma	C4597
Stage 0is Carcinoma of Kidney Pelvis	Stage_0is_Renal_Pelvis_Carcinoma	C4597
Stage 0is Carcinoma of Renal Pelvis	Stage_0is_Renal_Pelvis_Carcinoma	C4597
Stage 0is Carcinoma of the Kidney Pelvis	Stage_0is_Renal_Pelvis_Carcinoma	C4597
Stage 0is Carcinoma of the Renal Pelvis	Stage_0is_Renal_Pelvis_Carcinoma	C4597
Stage 0is Kidney Pelvis Carcinoma	Stage_0is_Renal_Pelvis_Carcinoma	C4597
Stage 0is Renal Pelvis Urothelial Carcinoma AJCC v7	Stage_0is_Renal_Pelvis_Carcinoma	C4597
Stage_0is_Renal_Pelvis_and_Ureter_Carcinoma	Stage_0is_Renal_Pelvis_and_Ureter_Carcinoma	C7518
Stage 0is Renal Pelvis and Ureter Urothelial Carcinoma	Stage_0is_Renal_Pelvis_and_Ureter_Carcinoma	C7518
Stage 0is Renal Pelvis and Ureter Cancer	Stage_0is_Renal_Pelvis_and_Ureter_Carcinoma	C7518
Stage 0is Renal Pelvis and Ureter Urothelial Carcinoma AJCC v7	Stage_0is_Renal_Pelvis_and_Ureter_Carcinoma	C7518
Stage_0is_Ureter_Cancer	Stage_0is_Ureter_Cancer	C4529
Stage 0is Ureter Urothelial Carcinoma	Stage_0is_Ureter_Cancer	C4529
Carcinoma in situ of Ureter	Stage_0is_Ureter_Cancer	C4529
Carcinoma in situ of the Ureter	Stage_0is_Ureter_Cancer	C4529
Stage 0is Carcinoma of Ureter	Stage_0is_Ureter_Cancer	C4529
Stage 0is Carcinoma of the Ureter	Stage_0is_Ureter_Cancer	C4529
Stage 0is Ureter Carcinoma	Stage_0is_Ureter_Cancer	C4529
Stage 0is Ureter Urothelial Carcinoma AJCC v7	Stage_0is_Ureter_Cancer	C4529
Stage 0is Ureteral Carcinoma	Stage_0is_Ureter_Cancer	C4529
Ureter Cancer Stage 0is	Stage_0is_Ureter_Cancer	C4529
Ureter Carcinoma in situ	Stage_0is_Ureter_Cancer	C4529
Ureteral Carcinoma in situ	Stage_0is_Ureter_Cancer	C4529
Stage_0is_Urethral_Cancer	Stage_0is_Urethral_Cancer	C4531
Stage 0is Urethral Cancer	Stage_0is_Urethral_Cancer	C4531
Carcinoma in situ of Urethra	Stage_0is_Urethral_Cancer	C4531
Carcinoma in situ of the Urethra	Stage_0is_Urethral_Cancer	C4531
Stage 0is Carcinoma of Urethra	Stage_0is_Urethral_Cancer	C4531
Stage 0is Carcinoma of the Urethra	Stage_0is_Urethral_Cancer	C4531
Stage 0is Urethra Carcinoma	Stage_0is_Urethral_Cancer	C4531
Stage 0is Urethral Cancer AJCC v7	Stage_0is_Urethral_Cancer	C4531
Stage 0is Urethral Carcinoma	Stage_0is_Urethral_Cancer	C4531
Urethra Carcinoma in situ	Stage_0is_Urethral_Cancer	C4531
Urethral Carcinoma in situ	Stage_0is_Urethral_Cancer	C4531
Stage_2A_Neuroblastoma	Stage_2A_Neuroblastoma	C102845
Stage 2A Neuroblastoma	Stage_2A_Neuroblastoma	C102845
Stage IIA Neuroblastoma	Stage_2A_Neuroblastoma	C102845
Stage_2B_Neuroblastoma	Stage_2B_Neuroblastoma	C102846
Stage 2B Neuroblastoma	Stage_2B_Neuroblastoma	C102846
Stage IIB Neuroblastoma	Stage_2B_Neuroblastoma	C102846
Stage_A_Prostate_Cancer	Stage_A_Prostate_Cancer	C7556
Stage A Prostate Cancer	Stage_A_Prostate_Cancer	C7556
Stage A Prostate Carcinoma	Stage_A_Prostate_Cancer	C7556
stage A prostate cancer	Stage_A_Prostate_Cancer	C7556
Stage_B_Prostate_Cancer	Stage_B_Prostate_Cancer	C7554
Stage B Prostate Cancer	Stage_B_Prostate_Cancer	C7554
Stage B Prostate Carcinoma	Stage_B_Prostate_Cancer	C7554
Stage B Prostatic Cancer	Stage_B_Prostate_Cancer	C7554
Stage B Prostatic Carcinoma	Stage_B_Prostate_Cancer	C7554
stage B prostate cancer	Stage_B_Prostate_Cancer	C7554
Stage_C_Prostate_Cancer	Stage_C_Prostate_Cancer	C7552
Stage C Prostate Cancer	Stage_C_Prostate_Cancer	C7552
Stage C Prostate Carcinoma	Stage_C_Prostate_Cancer	C7552
stage C prostate cancer	Stage_C_Prostate_Cancer	C7552
Stage_D_Prostate_Cancer	Stage_D_Prostate_Cancer	C7099
Stage D Prostate Cancer	Stage_D_Prostate_Cancer	C7099
Cancer of Prostate Stage D	Stage_D_Prostate_Cancer	C7099
Cancer of the Prostate Stage D	Stage_D_Prostate_Cancer	C7099
Prostate Cancer Stage D	Stage_D_Prostate_Cancer	C7099
stage D prostate cancer	Stage_D_Prostate_Cancer	C7099
Stage_IA1_Cervical_Cancer	Stage_IA1_Cervical_Cancer	C6314
Stage IA1 Cervical Cancer	Stage_IA1_Cervical_Cancer	C6314
AJCC Stage IA1Cervical Cancer	Stage_IA1_Cervical_Cancer	C6314
Cervical Cancer Stage IA1	Stage_IA1_Cervical_Cancer	C6314
FIGO Stage IA1 Carcinoma of Cervix	Stage_IA1_Cervical_Cancer	C6314
FIGO Stage IA1 Carcinoma of Cervix Uteri	Stage_IA1_Cervical_Cancer	C6314
FIGO Stage IA1 Carcinoma of Uterine Cervix	Stage_IA1_Cervical_Cancer	C6314
FIGO Stage IA1 Carcinoma of the Cervix	Stage_IA1_Cervical_Cancer	C6314
FIGO Stage IA1 Carcinoma of the Cervix Uteri	Stage_IA1_Cervical_Cancer	C6314
FIGO Stage IA1 Carcinoma of the Uterine Cervix	Stage_IA1_Cervical_Cancer	C6314
FIGO Stage IA1 Cervical Carcinoma	Stage_IA1_Cervical_Cancer	C6314
FIGO Stage IA1 Cervix Carcinoma	Stage_IA1_Cervical_Cancer	C6314
FIGO Stage IA1 Cervix Uteri Carcinoma	Stage_IA1_Cervical_Cancer	C6314
FIGO Stage IA1 Uterine Cervix Carcinoma	Stage_IA1_Cervical_Cancer	C6314
Stage IA1 Cervical Cancer AJCC v6	Stage_IA1_Cervical_Cancer	C6314
Stage IA1 Cervical Cancer AJCC v7	Stage_IA1_Cervical_Cancer	C6314
Stage_IA2_Cervical_Cancer	Stage_IA2_Cervical_Cancer	C6315
Stage IA2 Cervical Cancer	Stage_IA2_Cervical_Cancer	C6315
AJCC Stage IA2 Cervical Cancer	Stage_IA2_Cervical_Cancer	C6315
Cervical Cancer Stage IA2	Stage_IA2_Cervical_Cancer	C6315
FIGO Stage IA2 Carcinoma of Cervix	Stage_IA2_Cervical_Cancer	C6315
FIGO Stage IA2 Carcinoma of Cervix Uteri	Stage_IA2_Cervical_Cancer	C6315
FIGO Stage IA2 Carcinoma of Uterine Cervix	Stage_IA2_Cervical_Cancer	C6315
FIGO Stage IA2 Carcinoma of the Cervix	Stage_IA2_Cervical_Cancer	C6315
FIGO Stage IA2 Carcinoma of the Cervix Uteri	Stage_IA2_Cervical_Cancer	C6315
FIGO Stage IA2 Carcinoma of the Uterine Cervix	Stage_IA2_Cervical_Cancer	C6315
FIGO Stage IA2 Cervical Carcinoma	Stage_IA2_Cervical_Cancer	C6315
FIGO Stage IA2 Cervix Carcinoma	Stage_IA2_Cervical_Cancer	C6315
FIGO Stage IA2 Cervix Uteri Carcinoma	Stage_IA2_Cervical_Cancer	C6315
FIGO Stage IA2 Uterine Cervix Carcinoma	Stage_IA2_Cervical_Cancer	C6315
Stage IA2 Cervical Cancer AJCC v6	Stage_IA2_Cervical_Cancer	C6315
Stage IA2 Cervical Cancer AJCC v7	Stage_IA2_Cervical_Cancer	C6315
Stage_IA_Adenosquamous_Cell_Lung_Carcinoma	Stage_IA_Adenosquamous_Cell_Lung_Carcinoma	C6668
Stage IA Adenosquamous Lung Carcinoma	Stage_IA_Adenosquamous_Cell_Lung_Carcinoma	C6668
Stage IA Adenosquamous Cell Carcinoma of Lung	Stage_IA_Adenosquamous_Cell_Lung_Carcinoma	C6668
Stage IA Adenosquamous Cell Carcinoma of the Lung	Stage_IA_Adenosquamous_Cell_Lung_Carcinoma	C6668
Stage IA Adenosquamous Cell Lung Carcinoma	Stage_IA_Adenosquamous_Cell_Lung_Carcinoma	C6668
Stage IA Adenosquamous Lung Carcinoma AJCC v7	Stage_IA_Adenosquamous_Cell_Lung_Carcinoma	C6668
Stage_IA_Adult_Soft_Tissue_Sarcoma	Stage_IA_Adult_Soft_Tissue_Sarcoma	C8569
Stage IA Adult Soft Tissue Sarcoma	Stage_IA_Adult_Soft_Tissue_Sarcoma	C8569
Stage IA Adult Sarcoma of Soft Tissue	Stage_IA_Adult_Soft_Tissue_Sarcoma	C8569
Stage IA Adult Sarcoma of the Soft Tissue	Stage_IA_Adult_Soft_Tissue_Sarcoma	C8569
Stage_IA_Ampulla_of_Vater_Cancer	Stage_IA_Ampulla_of_Vater_Cancer	C88096
Stage IA Ampulla of Vater Cancer	Stage_IA_Ampulla_of_Vater_Cancer	C88096
Stage IA Ampulla of Vater Cancer AJCC v7	Stage_IA_Ampulla_of_Vater_Cancer	C88096
Stage_IA_Bone_Cancer	Stage_IA_Bone_Cancer	C87179
Stage IA Bone Cancer	Stage_IA_Bone_Cancer	C87179
Stage IA Bone Cancer AJCC v7	Stage_IA_Bone_Cancer	C87179
Stage_IA_Bone_Sarcoma	Stage_IA_Bone_Sarcoma	C6464
Stage IA Bone Sarcoma	Stage_IA_Bone_Sarcoma	C6464
Stage IA Bone Sarcoma AJCC v7	Stage_IA_Bone_Sarcoma	C6464
Stage IA Sarcoma of Bone	Stage_IA_Bone_Sarcoma	C6464
Stage IA Sarcoma of the Bone	Stage_IA_Bone_Sarcoma	C6464
Stage_IA_Breast_Cancer	Stage_IA_Breast_Cancer	C85835
Stage IA Breast Cancer	Stage_IA_Breast_Cancer	C85835
Stage IA Breast Cancer AJCC v7	Stage_IA_Breast_Cancer	C85835
stage IA breast cancer	Stage_IA_Breast_Cancer	C85835
Stage_IA_Cervical_Cancer	Stage_IA_Cervical_Cancer	C6313
Stage IA Cervical Cancer	Stage_IA_Cervical_Cancer	C6313
AJCC Stage IA Cervical Cancer	Stage_IA_Cervical_Cancer	C6313
Cervical Cancer Stage IA	Stage_IA_Cervical_Cancer	C6313
FIGO Stage IA Carcinoma of Cervix	Stage_IA_Cervical_Cancer	C6313
FIGO Stage IA Carcinoma of Cervix Uteri	Stage_IA_Cervical_Cancer	C6313
FIGO Stage IA Carcinoma of Uterine Cervix	Stage_IA_Cervical_Cancer	C6313
FIGO Stage IA Carcinoma of the Cervix	Stage_IA_Cervical_Cancer	C6313
FIGO Stage IA Carcinoma of the Cervix Uteri	Stage_IA_Cervical_Cancer	C6313
FIGO Stage IA Carcinoma of the Uterine Cervix	Stage_IA_Cervical_Cancer	C6313
FIGO Stage IA Cervical Carcinoma	Stage_IA_Cervical_Cancer	C6313
FIGO Stage IA Cervix Carcinoma	Stage_IA_Cervical_Cancer	C6313
FIGO Stage IA Cervix Uteri Carcinoma	Stage_IA_Cervical_Cancer	C6313
FIGO Stage IA Uterine Cervix Carcinoma	Stage_IA_Cervical_Cancer	C6313
Stage IA Cervical Cancer AJCC v6	Stage_IA_Cervical_Cancer	C6313
Stage IA Cervical Cancer AJCC v7	Stage_IA_Cervical_Cancer	C6313
Stage_IA_Distal_Bile_Duct_Cancer	Stage_IA_Distal_Bile_Duct_Cancer	C88090
Stage IA Distal Bile Duct Cancer	Stage_IA_Distal_Bile_Duct_Cancer	C88090
Stage IA Distal Bile Duct Cancer AJCC v7	Stage_IA_Distal_Bile_Duct_Cancer	C88090
Stage_IA_Endometrial_Cancer	Stage_IA_Endometrial_Cancer	C6301
Stage IA Uterine Corpus Cancer	Stage_IA_Endometrial_Cancer	C6301
Stage IA Uterine Corpus Cancer AJCC v7	Stage_IA_Endometrial_Cancer	C6301
Stage_IA_Esophageal_Adenocarcinoma	Stage_IA_Esophageal_Adenocarcinoma	C87782
Stage IA Esophageal Adenocarcinoma	Stage_IA_Esophageal_Adenocarcinoma	C87782
Stage IA Esophageal Adenocarcinoma AJCC v7	Stage_IA_Esophageal_Adenocarcinoma	C87782
Stage_IA_Esophageal_Cancer	Stage_IA_Esophageal_Cancer	C115117
Stage IA Esophageal Cancer	Stage_IA_Esophageal_Cancer	C115117
Stage IA Esophageal Cancer AJCC v7	Stage_IA_Esophageal_Cancer	C115117
Stage_IA_Esophageal_Squamous_Cell_Carcinoma	Stage_IA_Esophageal_Squamous_Cell_Carcinoma	C87780
Stage IA Esophageal Squamous Cell Carcinoma	Stage_IA_Esophageal_Squamous_Cell_Carcinoma	C87780
Stage IA Esophageal Squamous Cell Carcinoma AJCC v7	Stage_IA_Esophageal_Squamous_Cell_Carcinoma	C87780
Stage_IA_Eyelid_Carcinoma	Stage_IA_Eyelid_Carcinoma	C88121
Stage IA Eyelid Carcinoma	Stage_IA_Eyelid_Carcinoma	C88121
Stage IA Eyelid Carcinoma AJCC v7	Stage_IA_Eyelid_Carcinoma	C88121
Stage_IA_Fallopian_Tube_Cancer	Stage_IA_Fallopian_Tube_Cancer	C6269
Stage IA Fallopian Tube Cancer	Stage_IA_Fallopian_Tube_Cancer	C6269
AJCC Stage IA Fallopian Tube Cancer	Stage_IA_Fallopian_Tube_Cancer	C6269
FIGO Stage IA Carcinoma of Fallopian Tube	Stage_IA_Fallopian_Tube_Cancer	C6269
FIGO Stage IA Carcinoma of the Fallopian Tube	Stage_IA_Fallopian_Tube_Cancer	C6269
FIGO Stage IA Fallopian Tube Carcinoma	Stage_IA_Fallopian_Tube_Cancer	C6269
Fallopian Tube Cancer Stage IA	Stage_IA_Fallopian_Tube_Cancer	C6269
