#name	canonicalname	id
Pituitary Gland Mixed Acidophil-Basophil Adenoma	Mixed_Acidophil-Basophil_Adenoma	C4148
Mixed Acidophil-Basophil Adenoma	Mixed_Acidophil-Basophil_Adenoma	C4148
Mixed Eosinophil-Basophil Adenoma	Mixed_Acidophil-Basophil_Adenoma	C4148
Mixed_Acidophil-Basophil_Carcinoma	Mixed_Acidophil-Basophil_Carcinoma	C4149
Pituitary Gland Mixed Acidophil-Basophil Carcinoma	Mixed_Acidophil-Basophil_Carcinoma	C4149
Mixed Acidophil-Basophil Adenocarcinoma	Mixed_Acidophil-Basophil_Carcinoma	C4149
Mixed Acidophil-Basophil Carcinoma	Mixed_Acidophil-Basophil_Carcinoma	C4149
Mixed Eosinophil-Basophil Carcinoma	Mixed_Acidophil-Basophil_Carcinoma	C4149
Mixed_Acinar-Ductal_Carcinoma_of_the_Pancreas	Mixed_Acinar-Ductal_Carcinoma_of_the_Pancreas	C95458
Mixed Acinar-Ductal Carcinoma of the Pancreas	Mixed_Acinar-Ductal_Carcinoma_of_the_Pancreas	C95458
Mixed_Acinar-Endocrine_Carcinoma	Mixed_Acinar-Endocrine_Carcinoma	C6878
Mixed Acinar-Neuroendocrine Carcinoma of the Pancreas	Mixed_Acinar-Endocrine_Carcinoma	C6878
ACINAR-ISLET CELL TUMOR, MALIGNANT	Mixed_Acinar-Endocrine_Carcinoma	C6878
Mixed Acinar-Endocrine Carcinoma of the Pancreas	Mixed_Acinar-Endocrine_Carcinoma	C6878
Mixed Carcinoid-Adenocarcinoma of the Pancreas	Mixed_Acinar-Endocrine_Carcinoma	C6878
Mucinous Carcinoid Tumor of the Pancreas	Mixed_Acinar-Endocrine_Carcinoma	C6878
Mixed_Acinar-Neuroendocrine-Ductal_Carcinoma_of_the_Pancreas	Mixed_Acinar-Neuroendocrine-Ductal_Carcinoma_of_the_Pancreas	C95460
Mixed Acinar-Neuroendocrine-Ductal Carcinoma of the Pancreas	Mixed_Acinar-Neuroendocrine-Ductal_Carcinoma_of_the_Pancreas	C95460
Mixed_Astrocytoma-Ependymoma	Mixed_Astrocytoma-Ependymoma	C8271
Mixed Astrocytoma-Ependymoma	Mixed_Astrocytoma-Ependymoma	C8271
Mixed_Astrocytoma-Ependymoma-Oligodendroglioma	Mixed_Astrocytoma-Ependymoma-Oligodendroglioma	C8272
Mixed Astrocytoma-Ependymoma-Oligodendroglioma	Mixed_Astrocytoma-Ependymoma-Oligodendroglioma	C8272
Mixed_Astrocytoma-Oligodendroglioma	Mixed_Astrocytoma-Oligodendroglioma	C4050
Oligoastrocytoma	Mixed_Astrocytoma-Oligodendroglioma	C4050
MIXED GLIOMA, BENIGN	Mixed_Astrocytoma-Oligodendroglioma	C4050
Mixed Astrocytic-Oligodendroglial Neoplasm	Mixed_Astrocytoma-Oligodendroglioma	C4050
Mixed Astrocytic-Oligodendroglial Tumor	Mixed_Astrocytoma-Oligodendroglioma	C4050
Mixed Astrocytoma-Oligodendroglioma	Mixed_Astrocytoma-Oligodendroglioma	C4050
Mixed Oligo-Astrocytoma	Mixed_Astrocytoma-Oligodendroglioma	C4050
WHO Grade II Mixed Glioma	Mixed_Astrocytoma-Oligodendroglioma	C4050
oligoastrocytoma	Mixed_Astrocytoma-Oligodendroglioma	C4050
Mixed_Cell_Adenocarcinoma	Mixed_Cell_Adenocarcinoma	C4158
Mixed Cell Adenocarcinoma	Mixed_Cell_Adenocarcinoma	C4158
Mixed_Cell_Adenoma	Mixed_Cell_Adenoma	C4157
Mixed Cell Adenoma	Mixed_Cell_Adenoma	C4157
Mixed_Cell_Adrenal_Cortical_Adenoma	Mixed_Cell_Adrenal_Cortical_Adenoma	C4167
Adrenal Cortex Mixed Cell Adenoma	Mixed_Cell_Adrenal_Cortical_Adenoma	C4167
Mixed Cell Adrenal Cortex Adenoma	Mixed_Cell_Adrenal_Cortical_Adenoma	C4167
Mixed Cell Adrenal Cortical Adenoma	Mixed_Cell_Adrenal_Cortical_Adenoma	C4167
Mixed Cell Adrenocortical Adenoma	Mixed_Cell_Adrenal_Cortical_Adenoma	C4167
Mixed_Cell_Lymphoma	Mixed_Cell_Lymphoma	C3210
Mixed Cell Lymphoma	Mixed_Cell_Lymphoma	C3210
Mixed Lymphocytic-Histiocytic Lymphoma	Mixed_Cell_Lymphoma	C3210
Mixed_Cell_Type_Gastrointestinal_Stromal_Tumor	Mixed_Cell_Type_Gastrointestinal_Stromal_Tumor	C27793
Mixed Cell Type Gastrointestinal Stromal Tumor	Mixed_Cell_Type_Gastrointestinal_Stromal_Tumor	C27793
Mixed Cell Type GIST	Mixed_Cell_Type_Gastrointestinal_Stromal_Tumor	C27793
Mixed_Cell_Type_Wilms_Tumor	Mixed_Cell_Type_Wilms_Tumor	C9149
Mixed Cell Type Kidney Wilms Tumor	Mixed_Cell_Type_Wilms_Tumor	C9149
Mixed Cell Type Kidney Adenosarcoma	Mixed_Cell_Type_Wilms_Tumor	C9149
Mixed Cell Type Nephroblastoma	Mixed_Cell_Type_Wilms_Tumor	C9149
Mixed Cell Type Renal Adenosarcoma	Mixed_Cell_Type_Wilms_Tumor	C9149
Mixed Cell Type Renal Wilm's Tumor	Mixed_Cell_Type_Wilms_Tumor	C9149
Mixed Cell Type Renal Wilms Tumor	Mixed_Cell_Type_Wilms_Tumor	C9149
Mixed Cell Type Renal Wilms' Tumor	Mixed_Cell_Type_Wilms_Tumor	C9149
Mixed_Cell_Uveal_Melanoma	Mixed_Cell_Uveal_Melanoma	C35781
Mixed Cell Uveal Melanoma	Mixed_Cell_Uveal_Melanoma	C35781
Mixed_Cellularity_Hodgkin_s_Lymphoma	Mixed_Cellularity_Hodgkin_s_Lymphoma	C3517
Mixed Cellularity Classical Hodgkin Lymphoma	Mixed_Cellularity_Hodgkin_s_Lymphoma	C3517
Hodgkin's Disease Mixed Cellularity	Mixed_Cellularity_Hodgkin_s_Lymphoma	C3517
Hodgkin's Lymphoma Mixed Cellularity	Mixed_Cellularity_Hodgkin_s_Lymphoma	C3517
MCCHL	Mixed_Cellularity_Hodgkin_s_Lymphoma	C3517
MCHL	Mixed_Cellularity_Hodgkin_s_Lymphoma	C3517
Mixed Cellularity Hodgkin Lymphoma	Mixed_Cellularity_Hodgkin_s_Lymphoma	C3517
Mixed Cellularity Hodgkin's Disease	Mixed_Cellularity_Hodgkin_s_Lymphoma	C3517
Mixed Cellularity Hodgkin's Lymphoma	Mixed_Cellularity_Hodgkin_s_Lymphoma	C3517
Mixed_Congenital_Mesoblastic_Nephroma	Mixed_Congenital_Mesoblastic_Nephroma	C97058
Mixed Congenital Mesoblastic Nephroma	Mixed_Congenital_Mesoblastic_Nephroma	C97058
Mixed_Ductal-Endocrine_Carcinoma	Mixed_Ductal-Endocrine_Carcinoma	C6879
Mixed Ductal-Neuroendocrine Carcinoma of the Pancreas	Mixed_Ductal-Endocrine_Carcinoma	C6879
Mixed Ductal-Endocrine Carcinoma	Mixed_Ductal-Endocrine_Carcinoma	C6879
Mixed Ductal-Endocrine Carcinoma of the Pancreas	Mixed_Ductal-Endocrine_Carcinoma	C6879
Mixed_Embryonal_Carcinoma_and_Teratoma	Mixed_Embryonal_Carcinoma_and_Teratoma	C3756
Mixed Embryonal Carcinoma and Teratoma	Mixed_Embryonal_Carcinoma_and_Teratoma	C3756
Teratocarcinoma	Mixed_Embryonal_Carcinoma_and_Teratoma	C3756
teratocarcinoma	Mixed_Embryonal_Carcinoma_and_Teratoma	C3756
Mixed_Embryonal_Carcinoma_and_Yolk_Sac_Neoplasm_with_Seminoma_of_the_Testis	Mixed_Embryonal_Carcinoma_and_Yolk_Sac_Neoplasm_with_Seminoma_of_the_Testis	C9172
Testicular Mixed Embryonal Carcinoma and Yolk Sac Tumor with Seminoma	Mixed_Embryonal_Carcinoma_and_Yolk_Sac_Neoplasm_with_Seminoma_of_the_Testis	C9172
Mixed Embryonal Carcinoma and Endodermal Sinus Neoplasm with Seminoma of Testis	Mixed_Embryonal_Carcinoma_and_Yolk_Sac_Neoplasm_with_Seminoma_of_the_Testis	C9172
Mixed Embryonal Carcinoma and Endodermal Sinus Neoplasm with Seminoma of the Testis	Mixed_Embryonal_Carcinoma_and_Yolk_Sac_Neoplasm_with_Seminoma_of_the_Testis	C9172
Mixed Embryonal Carcinoma and Endodermal Sinus Tumor with Seminoma of Testis	Mixed_Embryonal_Carcinoma_and_Yolk_Sac_Neoplasm_with_Seminoma_of_the_Testis	C9172
Mixed Embryonal Carcinoma and Endodermal Sinus Tumor with Seminoma of the Testis	Mixed_Embryonal_Carcinoma_and_Yolk_Sac_Neoplasm_with_Seminoma_of_the_Testis	C9172
Mixed Embryonal Carcinoma and Yolk Sac Neoplasm with Seminoma of Testis	Mixed_Embryonal_Carcinoma_and_Yolk_Sac_Neoplasm_with_Seminoma_of_the_Testis	C9172
Mixed Embryonal Carcinoma and Yolk Sac Neoplasm with Seminoma of the Testis	Mixed_Embryonal_Carcinoma_and_Yolk_Sac_Neoplasm_with_Seminoma_of_the_Testis	C9172
Mixed Embryonal Carcinoma and Yolk Sac Tumor with Seminoma of Testis	Mixed_Embryonal_Carcinoma_and_Yolk_Sac_Neoplasm_with_Seminoma_of_the_Testis	C9172
Mixed Embryonal Carcinoma and Yolk Sac Tumor with Seminoma of the Testis	Mixed_Embryonal_Carcinoma_and_Yolk_Sac_Neoplasm_with_Seminoma_of_the_Testis	C9172
Testicular Mixed Embryonal Carcinoma and Endodermal Sinus Tumor with Seminoma	Mixed_Embryonal_Carcinoma_and_Yolk_Sac_Neoplasm_with_Seminoma_of_the_Testis	C9172
Testicular Mixed Embryonal Carcinoma and Yolk Sac Neoplasm with Seminoma	Mixed_Embryonal_Carcinoma_and_Yolk_Sac_Neoplasm_with_Seminoma_of_the_Testis	C9172
Mixed_Endometrial_Stromal_and_Smooth_Muscle_Neoplasm	Mixed_Endometrial_Stromal_and_Smooth_Muscle_Neoplasm	C40178
Mixed Endometrial Stromal and Smooth Muscle Neoplasm	Mixed_Endometrial_Stromal_and_Smooth_Muscle_Neoplasm	C40178
Mixed Endometrial Stromal and Smooth Muscle Tumor	Mixed_Endometrial_Stromal_and_Smooth_Muscle_Neoplasm	C40178
Stromomyoma	Mixed_Endometrial_Stromal_and_Smooth_Muscle_Neoplasm	C40178
Mixed_Epithelial_Mesenchymal_Metaplastic_Breast_Carcinoma	Mixed_Epithelial_Mesenchymal_Metaplastic_Breast_Carcinoma	C40364
Mixed Epithelial/Mesenchymal Metaplastic Breast Carcinoma	Mixed_Epithelial_Mesenchymal_Metaplastic_Breast_Carcinoma	C40364
Breast Carcinosarcoma	Mixed_Epithelial_Mesenchymal_Metaplastic_Breast_Carcinoma	C40364
Mixed_Epithelial_Stromal_Tumor_of_the_Kidney	Mixed_Epithelial_Stromal_Tumor_of_the_Kidney	C37263
Mixed Epithelial Stromal Tumor of the Kidney	Mixed_Epithelial_Stromal_Tumor_of_the_Kidney	C37263
Adult Mesoblastic Nephroma	Mixed_Epithelial_Stromal_Tumor_of_the_Kidney	C37263
MEST	Mixed_Epithelial_Stromal_Tumor_of_the_Kidney	C37263
Mixed_Epithelial_and_Mesenchymal_Hair_Follicle_Neoplasm	Mixed_Epithelial_and_Mesenchymal_Hair_Follicle_Neoplasm	C43312
Mixed Epithelial and Mesenchymal Hair Follicle Neoplasm	Mixed_Epithelial_and_Mesenchymal_Hair_Follicle_Neoplasm	C43312
Mixed Epithelial and Mesenchymal Hair Follicle Tumor	Mixed_Epithelial_and_Mesenchymal_Hair_Follicle_Neoplasm	C43312
Mixed_Epithelial_and_Mesenchymal_Hepatoblastoma	Mixed_Epithelial_and_Mesenchymal_Hepatoblastoma	C7097
Mixed Epithelial and Mesenchymal Hepatoblastoma	Mixed_Epithelial_and_Mesenchymal_Hepatoblastoma	C7097
Mixed_Epithelioid_and_Spindle_Cell_Melanoma	Mixed_Epithelioid_and_Spindle_Cell_Melanoma	C66756
Mixed Epithelioid and Spindle Cell Melanoma	Mixed_Epithelioid_and_Spindle_Cell_Melanoma	C66756
Mixed_Exocrine-Endocrine_Carcinoma	Mixed_Exocrine-Endocrine_Carcinoma	C45843
Pancreatic Carcinoma with Mixed Differentiation	Mixed_Exocrine-Endocrine_Carcinoma	C45843
Mixed Exocrine-Endocrine Carcinoma of the Pancreas	Mixed_Exocrine-Endocrine_Carcinoma	C45843
Mixed_Germ_Cell-Sex_Cord-Stromal_Tumor	Mixed_Germ_Cell-Sex_Cord-Stromal_Tumor	C5241
Mixed Germ Cell-Sex Cord-Stromal Tumor	Mixed_Germ_Cell-Sex_Cord-Stromal_Tumor	C5241
Mixed Germ Cell-Sex Cord Neoplasm	Mixed_Germ_Cell-Sex_Cord-Stromal_Tumor	C5241
Mixed Germ Cell-Sex Cord Tumor	Mixed_Germ_Cell-Sex_Cord-Stromal_Tumor	C5241
Mixed Germ Cell-Sex Cord-Stromal Neoplasm	Mixed_Germ_Cell-Sex_Cord-Stromal_Tumor	C5241
Mixed_Germ_Cell_Neoplasm	Mixed_Germ_Cell_Neoplasm	C4290
Mixed Germ Cell Tumor	Mixed_Germ_Cell_Neoplasm	C4290
Combined Germ Cell Neoplasm	Mixed_Germ_Cell_Neoplasm	C4290
Combined Germ Cell Tumor	Mixed_Germ_Cell_Neoplasm	C4290
Mixed Germ Cell Neoplasm	Mixed_Germ_Cell_Neoplasm	C4290
Mixed_Germ_Cell_Neoplasms_of_the_Central_Nervous_System	Mixed_Germ_Cell_Neoplasms_of_the_Central_Nervous_System	C7016
Central Nervous System Mixed Germ Cell Tumor	Mixed_Germ_Cell_Neoplasms_of_the_Central_Nervous_System	C7016
CNS Mixed Germ Cell Tumor	Mixed_Germ_Cell_Neoplasms_of_the_Central_Nervous_System	C7016
Mixed Germ Cell Neoplasm of the Central Nervous System	Mixed_Germ_Cell_Neoplasms_of_the_Central_Nervous_System	C7016
Mixed Germ Cell Tumor of CNS	Mixed_Germ_Cell_Neoplasms_of_the_Central_Nervous_System	C7016
Mixed Germ Cell Tumor of the CNS	Mixed_Germ_Cell_Neoplasms_of_the_Central_Nervous_System	C7016
Mixed Germ Cell Tumor of the Central Nervous System	Mixed_Germ_Cell_Neoplasms_of_the_Central_Nervous_System	C7016
Mixed_Glioma	Mixed_Glioma	C3903
Mixed Glioma	Mixed_Glioma	C3903
GLIOMA, MIXED, MALIGNANT	Mixed_Glioma	C3903
Glioma, Mixed	Mixed_Glioma	C3903
Mixed Glial Neoplasm	Mixed_Glioma	C3903
Mixed Glial Tumor	Mixed_Glioma	C3903
Mixed Neuroglial Neoplasm	Mixed_Glioma	C3903
Mixed Neuroglial Tumor	Mixed_Glioma	C3903
mixed glioma	Mixed_Glioma	C3903
Mixed_Hepatoblastoma_with_Teratoid_Features	Mixed_Hepatoblastoma_with_Teratoid_Features	C7098
Mixed Hepatoblastoma with Teratoid Features	Mixed_Hepatoblastoma_with_Teratoid_Features	C7098
Mixed_Liposarcoma	Mixed_Liposarcoma	C4253
Mixed Liposarcoma	Mixed_Liposarcoma	C4253
Mixed_Lobular_and_Ductal_Breast_Carcinoma	Mixed_Lobular_and_Ductal_Breast_Carcinoma	C5160
Mixed Lobular and Ductal Breast Carcinoma	Mixed_Lobular_and_Ductal_Breast_Carcinoma	C5160
Ductal and Lobular Carcinoma	Mixed_Lobular_and_Ductal_Breast_Carcinoma	C5160
Mixed Ductal and Lobular Breast Carcinoma	Mixed_Lobular_and_Ductal_Breast_Carcinoma	C5160
Mixed Ductal and Lobular Carcinoma of Breast	Mixed_Lobular_and_Ductal_Breast_Carcinoma	C5160
Mixed Ductal and Lobular Carcinoma of the Breast	Mixed_Lobular_and_Ductal_Breast_Carcinoma	C5160
Mixed Lobular and Ductal Carcinoma	Mixed_Lobular_and_Ductal_Breast_Carcinoma	C5160
Mixed Lobular and Ductal Carcinoma of Breast	Mixed_Lobular_and_Ductal_Breast_Carcinoma	C5160
Mixed Lobular and Ductal Carcinoma of the Breast	Mixed_Lobular_and_Ductal_Breast_Carcinoma	C5160
Mixed_Mesodermal_Mullerian_Tumor	Mixed_Mesodermal_Mullerian_Tumor	C3730
Mixed Mesodermal (Mullerian) Tumor	Mixed_Mesodermal_Mullerian_Tumor	C3730
Mixed Mesodermal (Mullerian) Neoplasm	Mixed_Mesodermal_Mullerian_Tumor	C3730
Mixed Mesodermal (Müllerian) Neoplasm	Mixed_Mesodermal_Mullerian_Tumor	C3730
Mixed Mesodermal (Müllerian) Tumor	Mixed_Mesodermal_Mullerian_Tumor	C3730
Mixed Mullerian Tumor	Mixed_Mesodermal_Mullerian_Tumor	C3730
Mixed Müllerian Tumor	Mixed_Mesodermal_Mullerian_Tumor	C3730
Mullerian tumor	Mixed_Mesodermal_Mullerian_Tumor	C3730
Mixed_Mesothelioma	Mixed_Mesothelioma	C4282
Biphasic Mesothelioma	Mixed_Mesothelioma	C4282
Malignant Biphasic Mesothelioma	Mixed_Mesothelioma	C4282
Malignant Mixed Mesothelioma	Mixed_Mesothelioma	C4282
Mixed Mesothelioma	Mixed_Mesothelioma	C4282
Mixed_Mucinous_and_Non-Mucinous_Bronchiolo-Alveolar_Lung_Carcinoma	Mixed_Mucinous_and_Non-Mucinous_Bronchiolo-Alveolar_Lung_Carcinoma	C7270
Mixed Mucinous and Non-Mucinous Bronchioloalveolar Carcinoma	Mixed_Mucinous_and_Non-Mucinous_Bronchiolo-Alveolar_Lung_Carcinoma	C7270
Indeterminate Bronchioloalveolar Carcinoma	Mixed_Mucinous_and_Non-Mucinous_Bronchiolo-Alveolar_Lung_Carcinoma	C7270
Mixed Mucinous and Non-Mucinous Bronchioloalveolar Lung Carcinoma	Mixed_Mucinous_and_Non-Mucinous_Bronchiolo-Alveolar_Lung_Carcinoma	C7270
Mixed Mucinous and Non-Mucinous Bronchoalveolar Lung Carcinoma	Mixed_Mucinous_and_Non-Mucinous_Bronchiolo-Alveolar_Lung_Carcinoma	C7270
Mixed_Neoplasm	Mixed_Neoplasm	C6930
Mixed Neoplasm	Mixed_Neoplasm	C6930
MIXED TUMOR, UNDETERMINED	Mixed_Neoplasm	C6930
Mixed Tumor	Mixed_Neoplasm	C6930
Tumor, Mixed	Mixed_Neoplasm	C6930
Mixed_Osteosarcoma	Mixed_Osteosarcoma	C114598
Mixed Osteosarcoma	Mixed_Osteosarcoma	C114598
Combined Type Osteosarcoma	Mixed_Osteosarcoma	C114598
Mixed Type Osteosarcoma	Mixed_Osteosarcoma	C114598
Mixed_Phenotype_Acute_Leukemia	Mixed_Phenotype_Acute_Leukemia	C82179
Mixed Phenotype Acute Leukemia	Mixed_Phenotype_Acute_Leukemia	C82179
MPAL	Mixed_Phenotype_Acute_Leukemia	C82179
Mixed_Phenotype_Acute_Leukemia_B_Myeloid_Not_Otherwise_Specified	Mixed_Phenotype_Acute_Leukemia_B_Myeloid_Not_Otherwise_Specified	C82212
Mixed Phenotype Acute Leukemia, B/Myeloid, Not Otherwise Specified	Mixed_Phenotype_Acute_Leukemia_B_Myeloid_Not_Otherwise_Specified	C82212
Mixed Phenotype Acute Leukemia, B/Myeloid, NOS	Mixed_Phenotype_Acute_Leukemia_B_Myeloid_Not_Otherwise_Specified	C82212
Mixed_Phenotype_Acute_Leukemia_T_Myeloid_Not_Otherwise_Specified	Mixed_Phenotype_Acute_Leukemia_T_Myeloid_Not_Otherwise_Specified	C82213
Mixed Phenotype Acute Leukemia, T/Myeloid, Not Otherwise Specified	Mixed_Phenotype_Acute_Leukemia_T_Myeloid_Not_Otherwise_Specified	C82213
Mixed Phenotype Acute Leukemia, T/Myeloid, NOS	Mixed_Phenotype_Acute_Leukemia_T_Myeloid_Not_Otherwise_Specified	C82213
Mixed_Phenotype_Acute_Leukemia_with_t_9_22_q34_q11_2_BCR-ABL1	Mixed_Phenotype_Acute_Leukemia_with_t_9_22_q34_q11_2_BCR-ABL1	C82192
Mixed Phenotype Acute Leukemia with t(9;22)(q34;q11.2); BCR-ABL1	Mixed_Phenotype_Acute_Leukemia_with_t_9_22_q34_q11_2_BCR-ABL1	C82192
Mixed_Phenotype_Acute_Leukemia_with_t_v_11q23_MLL_Rearranged	Mixed_Phenotype_Acute_Leukemia_with_t_v_11q23_MLL_Rearranged	C82203
Mixed Phenotype Acute Leukemia with t(v;11q23); MLL Rearranged	Mixed_Phenotype_Acute_Leukemia_with_t_v_11q23_MLL_Rearranged	C82203
Mixed_Small_Cell_and_Squamous_Cell_Lung_Carcinoma	Mixed_Small_Cell_and_Squamous_Cell_Lung_Carcinoma	C9423
Combined Small Cell and Squamous Cell Lung Carcinoma	Mixed_Small_Cell_and_Squamous_Cell_Lung_Carcinoma	C9423
Mixed Small Cell and Squamous Cell Carcinoma of Lung	Mixed_Small_Cell_and_Squamous_Cell_Lung_Carcinoma	C9423
Mixed Small Cell and Squamous Cell Carcinoma of the Lung	Mixed_Small_Cell_and_Squamous_Cell_Lung_Carcinoma	C9423
Small Cell and Squamous Cell Carcinoma of Lung	Mixed_Small_Cell_and_Squamous_Cell_Lung_Carcinoma	C9423
Small Cell and Squamous Cell Carcinoma of the Lung	Mixed_Small_Cell_and_Squamous_Cell_Lung_Carcinoma	C9423
Small Cell and Squamous Cell Lung Carcinoma	Mixed_Small_Cell_and_Squamous_Cell_Lung_Carcinoma	C9423
Mixed_Somatotroph-Lactotroph_Pituitary_Gland_Adenoma	Mixed_Somatotroph-Lactotroph_Pituitary_Gland_Adenoma	C45927
Mixed Somatotroph-Lactotroph Pituitary Gland Adenoma	Mixed_Somatotroph-Lactotroph_Pituitary_Gland_Adenoma	C45927
Mixed GH-PRL Cell Adenoma	Mixed_Somatotroph-Lactotroph_Pituitary_Gland_Adenoma	C45927
Mixed Somatotroph-Lactotroph Adenoma	Mixed_Somatotroph-Lactotroph_Pituitary_Gland_Adenoma	C45927
Mixed_Squamous_Cell_Carcinoma_of_the_Penis	Mixed_Squamous_Cell_Carcinoma_of_the_Penis	C39959
Mixed Squamous Cell Carcinoma of the Penis	Mixed_Squamous_Cell_Carcinoma_of_the_Penis	C39959
Mixed_Teratoma_and_Seminoma	Mixed_Teratoma_and_Seminoma	C9010
Mixed Teratoma and Seminoma	Mixed_Teratoma_and_Seminoma	C9010
Mixed_Tumor_Not_Otherwise_Specified	Mixed_Tumor_Not_Otherwise_Specified	C121786
Mixed Tumor, Not Otherwise Specified	Mixed_Tumor_Not_Otherwise_Specified	C121786
Mixed Tumor, NOS	Mixed_Tumor_Not_Otherwise_Specified	C121786
Mixed_Tumor_of_the_Parotid_Gland	Mixed_Tumor_of_the_Parotid_Gland	C35416
Mixed Tumor of the Parotid Gland	Mixed_Tumor_of_the_Parotid_Gland	C35416
Mixed Tumor of Parotid Gland	Mixed_Tumor_of_the_Parotid_Gland	C35416
Mixed_Tumor_of_the_Salivary_Gland	Mixed_Tumor_of_the_Salivary_Gland	C35691
Mixed Tumor of the Salivary Gland	Mixed_Tumor_of_the_Salivary_Gland	C35691
Mixed Tumor of Salivary Gland	Mixed_Tumor_of_the_Salivary_Gland	C35691
Mixed_Type_Pancreatic_Intraductal_Papillary-Mucinous_Neoplasm	Mixed_Type_Pancreatic_Intraductal_Papillary-Mucinous_Neoplasm	C113667
Mixed Type Pancreatic Intraductal Papillary-Mucinous Neoplasm	Mixed_Type_Pancreatic_Intraductal_Papillary-Mucinous_Neoplasm	C113667
Mixed Type IPMN	Mixed_Type_Pancreatic_Intraductal_Papillary-Mucinous_Neoplasm	C113667
Mixed_Type_Rhabdomyosarcoma	Mixed_Type_Rhabdomyosarcoma	C4259
Rhabdomyosarcoma with Mixed Embryonal and Alveolar Features	Mixed_Type_Rhabdomyosarcoma	C4259
Mixed Alveolar Rhabdomyosarcoma	Mixed_Type_Rhabdomyosarcoma	C4259
Mixed Type Alveolar Rhabdomyosarcoma	Mixed_Type_Rhabdomyosarcoma	C4259
Moderately_Differentiated_Hepatocellular_Carcinoma	Moderately_Differentiated_Hepatocellular_Carcinoma	C96790
Moderately Differentiated Hepatocellular Carcinoma	Moderately_Differentiated_Hepatocellular_Carcinoma	C96790
Moderately_Differentiated_Malignant_Neoplasm	Moderately_Differentiated_Malignant_Neoplasm	C36049
Moderately Differentiated Malignant Neoplasm	Moderately_Differentiated_Malignant_Neoplasm	C36049
Moderately_Differentiated_Prostate_Adenocarcinoma	Moderately_Differentiated_Prostate_Adenocarcinoma	C27906
Moderately Differentiated Prostate Adenocarcinoma	Moderately_Differentiated_Prostate_Adenocarcinoma	C27906
Moniliform_Hamartoma	Moniliform_Hamartoma	C4704
Moniliform Hamartoma	Moniliform_Hamartoma	C4704
Hamartoma Moniliformis	Moniliform_Hamartoma	C4704
Monoblastic_Sarcoma	Monoblastic_Sarcoma	C35816
Monoblastic Sarcoma	Monoblastic_Sarcoma	C35816
Monoclonal_Gammopathy_of_Undetermined_Significance	Monoclonal_Gammopathy_of_Undetermined_Significance	C3996
Monoclonal Gammopathy of Undetermined Significance	Monoclonal_Gammopathy_of_Undetermined_Significance	C3996
Benign Monoclonal Gammopathy	Monoclonal_Gammopathy_of_Undetermined_Significance	C3996
MGUS	Monoclonal_Gammopathy_of_Undetermined_Significance	C3996
Monoclonal Gammopathy Of Undetermined Significance (MGUS)	Monoclonal_Gammopathy_of_Undetermined_Significance	C3996
Monoclonal Gammopathy of Unknown Significance	Monoclonal_Gammopathy_of_Undetermined_Significance	C3996
Monoclonal gammopathy of undetermined significance (MGUS)	Monoclonal_Gammopathy_of_Undetermined_Significance	C3996
monoclonal gammopathy of undetermined significance	Monoclonal_Gammopathy_of_Undetermined_Significance	C3996
Monoclonal_Immunoglobulin_Deposition_Disease	Monoclonal_Immunoglobulin_Deposition_Disease	C7151
Monoclonal Immunoglobulin Deposition Disease	Monoclonal_Immunoglobulin_Deposition_Disease	C7151
Immunoglobulin Deposition Disease	Monoclonal_Immunoglobulin_Deposition_Disease	C7151
Monoclonal_Polymorphic_Post-Transplant_Lymphoproliferative_Disorder	Monoclonal_Polymorphic_Post-Transplant_Lymphoproliferative_Disorder	C36277
Monoclonal Polymorphic Post-Transplant Lymphoproliferative Disorder	Monoclonal_Polymorphic_Post-Transplant_Lymphoproliferative_Disorder	C36277
Monocytic_Leukemia	Monocytic_Leukemia	C4861
Acute Monocytic Leukemia	Monocytic_Leukemia	C4861
Acute Monocytic Leukemia (FAB M5b)	Monocytic_Leukemia	C4861
Acute Monocytic Leukemia (Fab M5B)	Monocytic_Leukemia	C4861
LEUKEMIA, MONOCYTIC, MALIGNANT	Monocytic_Leukemia	C4861
Monocytic Leukemia	Monocytic_Leukemia	C4861
Monodermal_Testicular_Teratoma	Monodermal_Testicular_Teratoma	C39936
Monodermal Testicular Teratoma	Monodermal_Testicular_Teratoma	C39936
Monomorphic_B-Cell_PTLD	Monomorphic_B-Cell_PTLD	C7237
Monomorphic B-Cell Post-Transplant Lymphoproliferative Disorder	Monomorphic_B-Cell_PTLD	C7237
Monomorphic B-Cell PTLD	Monomorphic_B-Cell_PTLD	C7237
Monomorphic_CD56_Positive_Intestinal_T-Cell_Lymphoma	Monomorphic_CD56_Positive_Intestinal_T-Cell_Lymphoma	C96058
Monomorphic CD56+ Intestinal T-Cell Lymphoma	Monomorphic_CD56_Positive_Intestinal_T-Cell_Lymphoma	C96058
Type II EATL	Monomorphic_CD56_Positive_Intestinal_T-Cell_Lymphoma	C96058
Monomorphic_Post-Transplant_Lymphoproliferative_Disorder	Monomorphic_Post-Transplant_Lymphoproliferative_Disorder	C7233
Monomorphic Post-Transplant Lymphoproliferative Disorder	Monomorphic_Post-Transplant_Lymphoproliferative_Disorder	C7233
Monomorphic PTLD	Monomorphic_Post-Transplant_Lymphoproliferative_Disorder	C7233
PTLD (Monoclonal)	Monomorphic_Post-Transplant_Lymphoproliferative_Disorder	C7233
